frame,veh_x,veh_y,veh_vx,veh_vy,ped_x,ped_y,ped_vx,ped_vy,distance,action
1,1.6376789880677587,-5.510284340122951,-0.33545297148466213,1.948100002991282,2.0415119016844008,7.032493626879907,3.1543307015035627,1.0092322792509556,12.549277276068628,walking
2,1.5974085234740718,-5.3154743398238224,-0.40270464593686883,1.948100002991282,2.026772546758159,7.142139991629559,-0.14739354926241788,1.096463647496524,12.465011363641967,walking
3,1.5437279940287625,-5.111424779946674,-0.5368052944530932,2.0404955987714857,1.9894907699212687,7.261114041699564,-0.3728177683689027,1.1897405007000472,12.380566277255442,walking
4,1.4967726320286738,-4.888784780508786,-0.4695536200008865,2.2263999943788804,2.1998560898299018,7.389526087324542,2.1036531990863305,1.2841204562497843,12.298424456644344,walking
5,1.4430518325445454,-4.647554339928206,-0.5372079948412845,2.4123044058057985,2.260564494429004,7.560472917721759,0.6070840459910221,1.7094683039721659,12.235369078040348,walking
6,1.342375669915773,-4.248639120340556,-1.0067616262877244,3.9891521958764997,2.263058645232665,7.889709439877457,0.024941508036611104,3.292365221556981,12.173214978401765,walking
7,1.3168569054776331,-4.16981912772286,-0.2551876443813983,0.7881999261769579,2.3276566613727727,7.901451032143438,0.6459801614010763,0.11741592265980927,12.113516393640461,walking
8,1.142648469661994,-3.6826814823761937,-1.7420843581563905,4.871376453466665,1.9128197371077995,8.348097415472374,-4.148369242649732,4.46646383328936,12.055405620306496,walking
9,1.1559444882356966,-3.663195384604876,0.1329601857370255,0.19486097771317823,2.1615337490414777,8.29345227121309,2.4871401193367815,-0.5464514425928435,11.998859651101233,walking
10,1.035949833824226,-3.0369710894091484,-1.1999465441147072,6.262242951957275,2.555232347249646,8.809102330564349,3.9369859820816844,5.15650059351259,11.943101558096325,walking
11,1.0202119531662783,-2.977754340189165,-0.15737880657947567,0.5921674921998354,2.5355924823398324,8.814872507472998,-0.1963986490981373,0.0577017690864956,11.88959318548792,walking
12,0.9470400347656096,-2.739367714437435,-0.7317191840066872,2.3838662575172975,2.359744813681202,9.013563632528854,-1.7584766865863033,1.9869112505585562,11.83753057182425,walking
13,0.7900003039664873,-2.119664821123969,-1.5703973079912226,6.197028933134661,2.3006648862562606,9.562402731573648,-0.5907992742494139,5.488390990447947,11.779338257558242,walking
14,0.6950168178096011,-1.7879913596726766,-0.9498348615688623,3.316734614512924,2.108548706316229,9.525239838673508,-1.9211617994003172,-0.37162892900139965,11.401196101596472,walking
15,0.585946258808128,-1.491604701751825,-1.090705590014731,2.963866579208516,1.9305076498809948,9.519982210997007,-1.7804105643523416,-0.052576276765012864,11.093371519578039,walking
16,0.4698757826005492,-1.2986591198787778,-1.1607047620757882,1.9294558187304722,1.5601837564020755,9.641458252756532,-3.7032389347891925,1.2147604175952509,10.994313966990942,walking
17,0.2977778223824092,-0.9196440907196688,-1.7209796021814,3.79015029159109,1.2238546255782103,9.588023423599902,-3.3632913082386517,-0.5343482915663067,10.548397737898593,walking
