frame,veh_x,veh_y,veh_vx,veh_vy,ped_x,ped_y,ped_vx,ped_vy,distance,action
1,17.092326752555877,5.249753513168636,-12.176279699505024,-3.7190648687560834,-2.9938075540595186,-8.205395271274696,0.0,0.0,24.17630700075797,standing
2,16.137099913491838,5.010133879819981,-9.552268390640393,-2.3961963334865466,-2.9938075540595186,-8.205395271274696,0.0,0.0,23.251705986345293,standing
3,15.211704140546432,4.72957631189791,-9.253957729454054,-2.805575679220711,-2.9938075540595186,-8.205395271274696,0.0,0.0,22.33280425562175,standing
4,14.286987816356584,4.429825953280129,-9.247163241898484,-2.997503586177812,-2.9938075540595186,-8.205395271274696,0.0,0.0,21.40735163507236,standing
5,13.35961169938847,4.154153385737888,-9.27376116968114,-2.756725675422409,-2.9938075540595186,-8.205395271274696,0.0,0.0,20.49860395939453,standing
6,12.46136058091813,3.8540584041239936,-8.982511184703394,-3.0009498161389425,-2.9938075540595186,-8.205395271274696,0.0,0.0,19.603383509729014,standing
7,11.523222088742502,3.5953714120908185,-9.381384921756286,-2.5868699203317513,-2.9938075540595186,-8.205395271274696,0.0,0.0,18.708346906266787,standing
8,10.625161803711574,3.3405775802408315,-8.980602850309278,-2.5479383184998694,-2.9938075540595186,-8.205395271274696,0.0,0.0,17.85457407657325,standing
9,9.709906209041568,3.060912353879754,-9.152555946700058,-2.796652263610775,-2.9938075540595186,-8.205395271274696,0.0,0.0,16.979812451243898,standing
10,8.79430915702533,2.7640392814739543,-9.155970520162384,-2.9687307240579974,-2.9938075540595186,-8.205395271274696,0.0,0.0,16.102428077814658,standing
11,7.88388753771355,2.48564407881,-9.1042161931178,-2.7839520266395423,-2.9938075540595186,-8.205395271274696,0.0,0.0,15.251969475928128,standing
12,6.970950786232632,2.186459275188937,-9.129367514809177,-2.9918480362106292,-2.9938075540595186,-8.205395271274696,0.0,0.0,14.397466780488811,standing
13,6.10251271049183,1.871042094263916,-8.684380757408023,-3.1541718092502102,-2.9938075540595186,-8.205395271274696,0.0,0.0,13.57488977255102,standing
14,5.157247319448985,1.6131944582442233,-9.452653910428443,-2.5784763601969285,-2.9938075540595186,-8.205395271274696,0.0,0.0,12.761050106772606,standing
15,3.969511748680649,1.2173519635732646,-11.877355707683366,-3.9584249467095867,-2.9938075540595186,-8.205395271274696,0.0,0.0,11.716483310436997,standing
16,3.345664213891044,1.077650587439357,-6.238475347896046,-1.3970137613390765,-2.9938075540595186,-8.205395271274696,0.0,0.0,11.241167319795146,standing
17,2.4459672197035816,0.756856094085899,-8.996969941874626,-3.207944933534579,-2.9938075540595186,-8.205395271274696,0.0,0.0,10.483944826503869,standing
18,1.5194956114681069,0.5004120748821744,-9.264716082354747,-2.564440192037246,-2.9938075540595186,-8.205395271274696,0.0,0.0,9.806170863918323,standing
19,0.63457259097215,0.1825654426177228,-8.849230204959568,-3.1784663226445162,-2.9938075540595186,-8.205395271274696,0.0,0.0,9.139093358460817,standing
20,-0.3080009887299403,-0.0949889028059843,-9.425735797020902,-2.775543454237071,-2.9938075540595186,-8.205395271274696,0.0,0.0,8.543550103327382,standing
