frame,veh_x,veh_y,veh_vx,veh_vy,ped_x,ped_y,ped_vx,ped_vy,distance,action
1,-0.1342616299226479,-0.0742504402111876,0.01307309990905614,0.264189337575592,-2.9211675110047137,-10.78652716660398,0.03187962114578724,1.5078410477651616,11.068862500402943,walking
2,-0.135133169916585,-0.0795436494182158,-0.008715399939371038,-0.05293209207028207,-2.933294436719048,-10.72380799221371,-0.1212692571433438,0.6271917439027064,11.005910679009762,walking
3,-0.1211502371447271,-0.0577184701066496,0.139829327718579,0.21825179311566203,-2.93733668230892,-10.662444499447732,-0.040422455898720955,0.6136349276597741,10.97228874261477,walking
4,-0.1078288721984499,-0.0580125372848178,0.13321364946277198,-0.002940671781681975,-2.9297486931274586,-10.548122218187554,0.07587989181461641,1.143222812601774,10.86303974921943,walking
5,-0.1074415210900334,-0.0370695602987325,0.00387351108416506,0.209429769860853,-2.932355320255848,-10.396217163688553,-0.026066271283893272,1.5190505449900193,10.737414821153855,walking
6,-0.1075867777556896,-0.0379517618332372,-0.001452566656562071,-0.008822015345047035,-2.929802095421578,-10.23110601388931,0.02553224834269674,1.651111497992428,10.576639017451468,walking
7,-0.0941364516133498,-0.0379517618332372,0.13450326142339805,0.0,-2.915774508668382,-10.120766943044146,0.14027586753196264,1.1033907084516414,10.47018640251827,walking
8,-0.0671710861150792,-0.055659999859472,0.26965365498270594,-0.177082380262348,-2.889309687605722,-10.055366726742315,0.26464821062659905,0.6540021630183013,10.390312839837382,walking
9,-0.0676068561120477,-0.0583066044629861,-0.004357699969684964,-0.026466046035140967,-2.91592541337592,-10.070943255072663,-0.26615725770197773,-0.15576528330347728,10.40989007150344,walking
10,-0.0538660166383956,-0.0565422013939767,0.13740839473652094,0.017644030690094,-2.923691504666776,-10.049626748900986,-0.0776609129085637,0.21316506171677574,10.397001351609063,walking
11,-0.0402704349749542,-0.0370695602987325,0.135955816634414,0.194726410952442,-2.9221386322808867,-9.94642297849879,0.015528723858895255,1.0320377040219597,10.319905497311325,walking
12,-0.0409967183032351,-0.041480567971256,-0.007262833282808967,-0.04411007672523504,-2.923056777177431,-9.7443473119026,-0.00918144896544515,2.0207566659619047,10.121852262972759,walking
13,-0.0415293260773077,-0.0447153069311066,-0.005326077740726021,-0.03234738959850596,-2.917909586655795,-9.489548751815269,0.05147190521636258,2.5479856008733037,9.87311714733741,walking
14,-0.0269490688841224,-0.0373636274769007,0.145802571931853,0.07351679454205895,-2.9374349787766105,-9.41293142407567,-0.1952539212081561,0.7661732773959962,9.816934335132459,walking
15,-0.0269006499955703,-0.0185904403517156,0.00048418888552101413,0.187731871251851,-2.988430999686427,-9.36453715598628,-0.5099602090981659,0.4839426808938896,9.803947267484691,walking
16,-0.0271185349940546,-0.0199137426534726,-0.0021788499848430024,-0.013233023017569998,-3.074180549017701,-9.411854808941898,-0.857495493312741,-0.4731765295561807,9.873861651346996,walking
17,-0.0134503249977851,0.0,0.13668209996269498,0.199137426534726,-3.030094011190194,-9.111971489466862,0.44086537827507044,2.998833194750361,9.598341708560989,walking
18,0.0,0.0,0.13450324997785099,0.0,-2.9341932129009125,-8.700520701516146,0.9590079828928166,4.1145078795071655,9.181968758830797,walking
19,0.0133697849793838,0.0185904403517156,0.133697849793838,0.185904403517156,-3.0023621739263016,-8.565975249854091,-0.6816896102538905,1.3454545166205456,9.098868464673167,walking
20,0.026820109977169,0.0185904403517156,0.13450324997785199,0.0,-3.084151788620319,-8.477277473222257,-0.8178961469401758,0.886977766318342,9.047536557470162,walking
21,0.026820109977169,0.0370695602987325,0.0,0.18479119947016898,-3.209236820493516,-8.419564723891106,-1.2508503187319686,0.5771274933115045,9.05465227790567,walking
22,0.0402704349749542,0.0370695602987325,0.134503249977852,0.0,-3.280492094432354,-8.29361909462683,-0.7125527393883813,1.25945629264276,8.968156847536795,walking
23,0.0536402199543381,0.055659999859472,0.13369784979383895,0.18590439560739502,-3.3301274659348747,-8.110755533172226,-0.4963537150252062,1.828635614546048,8.839696058700742,walking
24,0.0532044499573696,0.0530133952559579,-0.004357699969684964,-0.026466046035141036,-3.2999826620908475,-7.835298737761221,0.3014480384402729,2.7545679541100476,8.571425325831887,walking
25,0.0670905449521233,0.055659999859472,0.13886094994753698,0.026466046035141036,-3.249191106477296,-7.524166837552586,0.5079155561355142,3.1113190020863524,8.273542099775616,walking
26,0.0805408699499085,0.055659999859472,0.134503249977852,0.0,-3.1864641193998,-7.151088073650046,0.6272698707749624,3.730787639025399,7.912682187189691,walking
27,0.0802503566185961,0.0538955967904626,-0.002905133313124003,-0.017644030690094,-3.2841752506209767,-6.950490348430358,-0.9771113122117692,2.00597725219688,7.770507199421176,walking
